name,status,lat,lng,source,checked_on,note
"횡성","source_reviewed","37.48278","128.01028","https://ko.wikipedia.org/wiki/횡성역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"둔내","source_reviewed","37.51","128.22111","https://ko.wikipedia.org/wiki/둔내역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"평창","source_reviewed","37.56222","128.43","https://ko.wikipedia.org/wiki/평창역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"진부(오대산)","source_reviewed","37.6425","128.57472","https://ko.wikipedia.org/wiki/진부역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"강릉","source_reviewed","37.7637611","128.8990861","https://ko.wikipedia.org/wiki/강릉역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"정동진","source_reviewed","37.6913583","129.0333167","https://ko.wikipedia.org/wiki/정동진역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"묵호","source_reviewed","37.5460556","129.1082306","https://ko.wikipedia.org/wiki/묵호역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"동해","source_reviewed","37.4979778","129.1227611","https://ko.wikipedia.org/wiki/동해역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"판교(성남)","source_reviewed","37.3947611","127.1111361","https://ko.wikipedia.org/wiki/판교역_(성남)","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"성남","source_reviewed","37.39472","127.11944","https://ko.wikipedia.org/wiki/성남역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"이매","source_reviewed","37.3957306","127.1283667","https://ko.wikipedia.org/wiki/이매역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"삼동","source_reviewed","37.408654","127.2032791","https://ko.wikipedia.org/wiki/삼동역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"경기광주","source_reviewed","37.399198","127.2526508","https://ko.wikipedia.org/wiki/경기광주역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"초월","source_reviewed","37.373487","127.299907","https://ko.wikipedia.org/wiki/초월역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"곤지암","source_reviewed","37.350518","127.346193","https://ko.wikipedia.org/wiki/곤지암역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"신둔도예촌","source_reviewed","37.315493","127.405249","https://ko.wikipedia.org/wiki/신둔도예촌역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"이천","source_reviewed","37.26419","127.442045","https://ko.wikipedia.org/wiki/이천역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"부발","source_reviewed","37.260411","127.490308","https://ko.wikipedia.org/wiki/부발역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"세종대왕릉","source_reviewed","37.293653","127.570796","https://ko.wikipedia.org/wiki/세종대왕릉역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"여주","source_reviewed","37.28288","127.62857","https://ko.wikipedia.org/wiki/여주역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"광명","source_reviewed","37.41639","126.885","https://ko.wikipedia.org/wiki/광명역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"천안아산","source_reviewed","36.79222","127.10444","https://ko.wikipedia.org/wiki/천안아산역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"오송","source_reviewed","36.6207917","127.3278","https://ko.wikipedia.org/wiki/오송역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"대전","source_reviewed","36.3318944","127.4345222","https://ko.wikipedia.org/wiki/대전역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"김천(구미)","source_reviewed","36.1135","128.180972","https://ko.wikipedia.org/wiki/김천(구미)역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"서대구","source_reviewed","35.88083","128.53917","https://ko.wikipedia.org/wiki/서대구역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"동대구","source_reviewed","35.87801","128.627844","https://ko.wikipedia.org/wiki/동대구역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"울산","source_reviewed","35.5506861","129.1379389","https://ko.wikipedia.org/wiki/울산역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"부산","source_reviewed","35.1149917","129.0420889","https://ko.wikipedia.org/wiki/부산역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"남영","source_reviewed","37.54","126.97139","https://ko.wikipedia.org/wiki/남영역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"용산","source_reviewed","37.5297056","126.9647444","https://ko.wikipedia.org/wiki/용산역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"노량진","source_reviewed","37.5135","126.940194","https://ko.wikipedia.org/wiki/노량진역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"대방","source_reviewed","37.5133","126.9263806","https://ko.wikipedia.org/wiki/대방역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"신길","source_reviewed","37.516639","126.918583","https://ko.wikipedia.org/wiki/신길역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"영등포","source_reviewed","37.51556","126.90778","https://ko.wikipedia.org/wiki/영등포역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"신도림","source_reviewed","37.50917","126.89111","https://ko.wikipedia.org/wiki/신도림역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"구로","source_reviewed","37.503111","126.881922","https://ko.wikipedia.org/wiki/구로역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"가산디지털단지","source_reviewed","37.4807","126.88295","https://ko.wikipedia.org/wiki/가산디지털단지역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"독산","source_reviewed","37.465944","126.8895","https://ko.wikipedia.org/wiki/독산역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"금천구청","source_reviewed","37.4552528","126.8942222","https://ko.wikipedia.org/wiki/금천구청역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"석수","source_reviewed","37.4341472","126.9025389","https://ko.wikipedia.org/wiki/석수역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"관악","source_reviewed","37.4192361","126.9086972","https://ko.wikipedia.org/wiki/관악역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"안양","source_reviewed","37.40175","126.922667","https://ko.wikipedia.org/wiki/안양역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"명학","source_reviewed","37.3846167","126.9354778","https://ko.wikipedia.org/wiki/명학역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"금정","source_reviewed","37.3720861","126.9435694","https://ko.wikipedia.org/wiki/금정역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"군포","source_reviewed","37.353611","126.948472","https://ko.wikipedia.org/wiki/군포역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"당정","source_reviewed","37.343389","126.948389","https://ko.wikipedia.org/wiki/당정역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"의왕","source_reviewed","37.3210667","126.9481417","https://ko.wikipedia.org/wiki/의왕역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"성균관대","source_reviewed","37.3002861","126.9710944","https://ko.wikipedia.org/wiki/성균관대역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"화서","source_reviewed","37.285","126.98889","https://ko.wikipedia.org/wiki/화서역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"수원","source_reviewed","37.262833","127.002639","https://ko.wikipedia.org/wiki/수원역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"세류","source_reviewed","37.24417","127.01417","https://ko.wikipedia.org/wiki/세류역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"병점","source_reviewed","37.206806","127.033111","https://ko.wikipedia.org/wiki/병점역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"세마","source_reviewed","37.1875","127.04333","https://ko.wikipedia.org/wiki/세마역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"오산대","source_reviewed","37.16944","127.06306","https://ko.wikipedia.org/wiki/오산대역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"오산","source_reviewed","37.14556","127.06722","https://ko.wikipedia.org/wiki/오산역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"진위","source_reviewed","37.10944","127.06222","https://ko.wikipedia.org/wiki/진위역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"송탄","source_reviewed","37.0756944","127.0543389","https://ko.wikipedia.org/wiki/송탄역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"서정리","source_reviewed","37.0574556","127.0530833","https://ko.wikipedia.org/wiki/서정리역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"평택지제","source_reviewed","37.01889","127.07028","https://ko.wikipedia.org/wiki/평택지제역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"평택","source_reviewed","36.9907972","127.085167","https://ko.wikipedia.org/wiki/평택역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"성환","source_reviewed","36.91556","127.12778","https://ko.wikipedia.org/wiki/성환역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"직산","source_reviewed","36.87083","127.14389","https://ko.wikipedia.org/wiki/직산역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"두정","source_reviewed","36.8339917","127.1491861","https://ko.wikipedia.org/wiki/두정역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"천안","source_reviewed","36.8101194","127.146825","https://ko.wikipedia.org/wiki/천안역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"소정리","source_reviewed","36.71861","127.15556","https://ko.wikipedia.org/wiki/소정리역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"전의","source_reviewed","36.67833","127.20306","https://ko.wikipedia.org/wiki/전의역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"전동","source_reviewed","36.65417","127.26528","https://ko.wikipedia.org/wiki/전동역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"서창","source_reviewed","36.6259694","127.2902972","https://ko.wikipedia.org/wiki/서창역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"조치원","source_reviewed","36.6043361","127.2954278","https://ko.wikipedia.org/wiki/조치원역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"내판","source_reviewed","36.55722","127.32472","https://ko.wikipedia.org/wiki/내판역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"부강","source_reviewed","36.53222","127.36528","https://ko.wikipedia.org/wiki/부강역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"매포","source_reviewed","36.49889","127.39083","https://ko.wikipedia.org/wiki/매포역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"신탄진","source_reviewed","36.4491028","127.4284028","https://ko.wikipedia.org/wiki/신탄진역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"회덕","source_reviewed","36.4025","127.42167","https://ko.wikipedia.org/wiki/회덕역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"대전조차장","source_reviewed","36.37111","127.4225","https://ko.wikipedia.org/wiki/대전조차장역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"세천","source_reviewed","36.33667","127.49111","https://ko.wikipedia.org/wiki/세천역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"옥천","source_reviewed","36.2976583","127.5652861","https://ko.wikipedia.org/wiki/옥천역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"이원","source_reviewed","36.24389","127.61806","https://ko.wikipedia.org/wiki/이원역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"지탄","source_reviewed","36.24167","127.67583","https://ko.wikipedia.org/wiki/지탄역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"심천","source_reviewed","36.23694","127.72028","https://ko.wikipedia.org/wiki/심천역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"각계","source_reviewed","36.20806","127.72556","https://ko.wikipedia.org/wiki/각계역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"영동","source_reviewed","36.17222","127.78667","https://ko.wikipedia.org/wiki/영동역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"황간","source_reviewed","36.22417","127.91222","https://ko.wikipedia.org/wiki/황간역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"추풍령","source_reviewed","36.21333","127.99583","https://ko.wikipedia.org/wiki/추풍령역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"신암","source_reviewed","36.16194","128.01056","https://ko.wikipedia.org/wiki/신암역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"직지사","source_reviewed","36.125","128.03972","https://ko.wikipedia.org/wiki/직지사역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"김천","source_reviewed","36.12333","128.11472","https://ko.wikipedia.org/wiki/김천역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"대신","source_reviewed","36.15278","128.19639","https://ko.wikipedia.org/wiki/대신역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"아포","source_reviewed","36.15861","128.25722","https://ko.wikipedia.org/wiki/아포역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"구미","source_reviewed","36.1287694","128.3296222","https://ko.wikipedia.org/wiki/구미역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"사곡","source_reviewed","36.09806","128.35611","https://ko.wikipedia.org/wiki/사곡역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"북삼","source_reviewed","36.05611","128.34528","https://ko.wikipedia.org/wiki/북삼역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"약목","source_reviewed","36.03722","128.36444","https://ko.wikipedia.org/wiki/약목역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"왜관","source_reviewed","35.99222","128.40028","https://ko.wikipedia.org/wiki/왜관역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"연화","source_reviewed","35.965","128.44722","https://ko.wikipedia.org/wiki/연화역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"신동","source_reviewed","35.95556","128.48528","https://ko.wikipedia.org/wiki/신동역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"지천","source_reviewed","35.8975","128.50028","https://ko.wikipedia.org/wiki/지천역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"대구","source_reviewed","35.8759306","128.5960528","https://ko.wikipedia.org/wiki/대구역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"고모","source_reviewed","35.85889","128.67861","https://ko.wikipedia.org/wiki/고모역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"가천","source_reviewed","35.85361","128.69306","https://ko.wikipedia.org/wiki/가천역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"경산","source_reviewed","35.8192944","128.72806","https://ko.wikipedia.org/wiki/경산역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"삼성","source_reviewed","35.7654278","128.7203833","https://ko.wikipedia.org/wiki/삼성역_(경산)","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"남성현","source_reviewed","35.70528","128.71694","https://ko.wikipedia.org/wiki/남성현역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"청도","source_reviewed","35.64","128.74639","https://ko.wikipedia.org/wiki/청도역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"신거","source_reviewed","35.59806","128.76528","https://ko.wikipedia.org/wiki/신거역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"상동","source_reviewed","35.55556","128.76056","https://ko.wikipedia.org/wiki/상동역_(밀양)","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"밀양","source_reviewed","35.4753111","128.7702","https://ko.wikipedia.org/wiki/밀양역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"미전","source_reviewed","35.40083","128.82444","https://ko.wikipedia.org/wiki/미전역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"삼랑진","source_reviewed","35.39917","128.84306","https://ko.wikipedia.org/wiki/삼랑진역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"원동","source_reviewed","35.3626528","128.9202722","https://ko.wikipedia.org/wiki/원동역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"물금","source_reviewed","35.3071472","128.9853694","https://ko.wikipedia.org/wiki/물금역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"화명","source_reviewed","35.23778","129.00667","https://ko.wikipedia.org/wiki/화명역_(한국철도공사)","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"구포","source_reviewed","35.2046111","128.9965583","https://ko.wikipedia.org/wiki/구포역_(한국철도공사)","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"부산진","source_reviewed","35.128725","129.0499056","https://ko.wikipedia.org/wiki/부산진역_(한국철도공사)","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"옥산","source_reviewed","36.2829222","128.0944278","https://ko.wikipedia.org/wiki/옥산역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"청리","source_reviewed","36.33917","128.12889","https://ko.wikipedia.org/wiki/청리역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"상주","source_reviewed","36.4103917","128.1639028","https://ko.wikipedia.org/wiki/상주역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"백원","source_reviewed","36.48194","128.175","https://ko.wikipedia.org/wiki/백원역_(상주)","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"함창","source_reviewed","36.56972","128.17472","https://ko.wikipedia.org/wiki/함창역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"점촌","source_reviewed","36.5956083","128.2033528","https://ko.wikipedia.org/wiki/점촌역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"용궁","source_reviewed","36.60417","128.27722","https://ko.wikipedia.org/wiki/용궁역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"개포","source_reviewed","36.6269167","128.3286222","https://ko.wikipedia.org/wiki/개포역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"예천","source_reviewed","36.6478222","128.444361","https://ko.wikipedia.org/wiki/예천역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"어등","source_reviewed","36.71528","128.56","https://ko.wikipedia.org/wiki/어등역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"영주","source_reviewed","36.8109361","128.6257472","https://ko.wikipedia.org/wiki/영주역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"이촌","source_reviewed","37.52254","126.97316","https://ko.wikipedia.org/wiki/이촌역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"서빙고","source_reviewed","37.5195694","126.9885583","https://ko.wikipedia.org/wiki/서빙고역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"한남","source_reviewed","37.5291306","127.0080972","https://ko.wikipedia.org/wiki/한남역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"옥수","source_reviewed","37.5405","127.018722","https://ko.wikipedia.org/wiki/옥수역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"응봉","source_reviewed","37.5508333","127.0351833","https://ko.wikipedia.org/wiki/응봉역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"왕십리","source_reviewed","37.561583","127.038417","https://ko.wikipedia.org/wiki/왕십리역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"회기","source_reviewed","37.58917","127.05722","https://ko.wikipedia.org/wiki/회기역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"외대앞","source_reviewed","37.595","127.06278","https://ko.wikipedia.org/wiki/외대앞역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
"신이문","source_reviewed","37.6025","127.0675","https://ko.wikipedia.org/wiki/신이문역","2026-09-21","역 문서 좌표 대조; 측량 정확도 또는 모든 출처의 일치를 보증하지 않음"
